_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,Uncle Sam Needs You to die in Vietnam, , , ,11675,filename,https://exhibitions-dev.library.columbia.edu/1968_092_01.jpg,original_format, ,Original filename: 1968_092_01.tif|Aeon Slip No.: 129847, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Joanne Grant Research Files, ,Columbia University. Independent Committee to End the war in Vietnam, , , , , ,holdings, ,"Box 1, Folder F. 5", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Tet Offensive Scorches Saigon, Photo and Caption", , , ,11674,filename,https://exhibitions-dev.library.columbia.edu/1968_091_01.jpg,original_format, ,Original filename: 1968_091_01.tif|Aeon Slip No.: 130469, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Pulitzer Prizes Collection, ,"Adams, Eddie, 1933-2004", , , , , ,holdings, ,"Box 20, Folder F. E. Adams, 1969", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/the-tet-offensive,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Telegram, Page 2", , , ,11673,filename,https://exhibitions-dev.library.columbia.edu/1968_090_02.jpg,original_format, ,Original filename: 1968_090_02.tif|Aeon Slip No.: 134969, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,6/30/1962,In Copyright, , , ,Herbert H. Lehman Papers, ,"Walker, Wyatt Tee", , , , , ,holdings, ,"Box 160, Folder MLK Jr.", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/we-shall-overcome,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Telegram, Page 1", , , ,11672,filename,https://exhibitions-dev.library.columbia.edu/1968_090_01.jpg,original_format, ,Original filename: 1968_090_01.tif|Aeon Slip No.: 134969, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,6/30/1962,In Copyright, , , ,Herbert H. Lehman Papers, ,"Walker, Wyatt Tee", , , , , ,holdings, ,"Box 160, Folder MLK Jr.", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/we-shall-overcome,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Negro Leaders Call at White House. Verso, , , ,11671,filename,https://exhibitions-dev.library.columbia.edu/1968_089_02.jpg,original_format, ,Original filename: 1968_089_02.tif|Aeon Slip No.: 130474, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1/18/1964,In Copyright, , , ,Whitney M. Young Papers, ,UPI Photo, , , , , ,holdings, ,"Box 234, Folder Dup Pix", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Negro Leaders Call at White House, , , ,11670,filename,https://exhibitions-dev.library.columbia.edu/1968_089_01.jpg,original_format, ,Original filename: 1968_089_01.tif|Aeon Slip No.: 130474, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1/18/1964,In Copyright, , , ,Whitney M. Young Papers, ,UPI Photo, , , , , ,holdings, ,"Box 234, Folder Dup Pix", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/we-shall-overcome,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"We Shall Overcome, Background Information for Supportive Campaigns by Campus Groups, Front Cover", , , ,11669,filename,https://exhibitions-dev.library.columbia.edu/1968_088_01.jpg,original_format, ,Original filename: 1968_088_01.tif|Aeon Slip No.: 137548, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1/5/1965,In Copyright, , , ,Todd Gitlin Papers, ,Mississippi Freedom Democratic Party, , , , , ,holdings, ,"Box 12, Folder NA", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/we-shall-overcome,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"""Freedom Now"" Drawing", , , ,11668,filename,https://exhibitions-dev.library.columbia.edu/1968_087_01.jpg,original_format, ,Original filename: 1968_087_01.tif|Aeon Slip No.: 130117, , ,drawings,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,undated,In Copyright, , , ,New Leader Records, ,"Thompson, Mozelle, 1926-1969", , , , , ,holdings, ,"Box 173, Folder Thompson, Mozelle, Untitled, Undated", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/freedom-now,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"SDS Calendar, Volume II, Number 5", , , ,11667,filename,https://exhibitions-dev.library.columbia.edu/1968_086_01.jpg,original_format, ,Original filename: 1968_086_01.tif|Aeon Slip No.: 129850, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,4/22/1968 to 4/27/1968,In Copyright, , , ,Joanne Grant Research Files, ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 1, Folder 9", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Letter to Morris Grossner, , , ,11666,filename,https://exhibitions-dev.library.columbia.edu/1968_085_01.jpg,original_format, ,Original filename: 1968_085_01.tif|Aeon Slip No.: 129851, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,4/17/1968,In Copyright, , , ,Joanne Grant Research Files, ,"Platt, Alex B.|Grossner, Morris", , , , , ,holdings, ,"Box 1, Folder 9", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Challenge, May 1968, Page 4", , , ,11665,filename,https://exhibitions-dev.library.columbia.edu/1968_084_04.jpg,original_format, ,Original filename: 1968_084_04.tif|Aeon Slip No.: 134842, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,University Protest and Activism Collection, ,Progressive Labor Party, , , , , ,holdings, ,"Box 72, Folder 6", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Challenge, May 1968, Page 3", , , ,11664,filename,https://exhibitions-dev.library.columbia.edu/1968_084_03.jpg,original_format, ,Original filename: 1968_084_03.tif|Aeon Slip No.: 134842, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,University Protest and Activism Collection, ,Progressive Labor Party, , , , , ,holdings, ,"Box 72, Folder 6", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Challenge, May 1968, Page 2", , , ,11663,filename,https://exhibitions-dev.library.columbia.edu/1968_084_02.jpg,original_format, ,Original filename: 1968_084_02.tif|Aeon Slip No.: 134842, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,University Protest and Activism Collection, ,Progressive Labor Party, , , , , ,holdings, ,"Box 72, Folder 6", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Challenge, May 1968, Page 1", , , ,11662,filename,https://exhibitions-dev.library.columbia.edu/1968_084_01.jpg,original_format, ,Original filename: 1968_084_01.tif|Aeon Slip No.: 134842, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,University Protest and Activism Collection, ,Progressive Labor Party, , , , , ,holdings, ,"Box 72, Folder 6", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Support Your Local Revolutionaries. Verso, , , ,11661,filename,https://exhibitions-dev.library.columbia.edu/1968_083_02.jpg,original_format, ,Original filename: 1968_083_02.tif|Aeon Slip No.: 171767, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,9/12/1968,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Support Your Local Revolutionaries. Recto, , , ,11660,filename,https://exhibitions-dev.library.columbia.edu/1968_083_01.jpg,original_format, ,Original filename: 1968_083_01.tif|Aeon Slip No.: 171767, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,9/12/1968,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"A ""Human Barricade"" Around Columbia University. Verso", , , ,11659,filename,https://exhibitions-dev.library.columbia.edu/1968_082_02.jpg,original_format, ,Original filename: 1968_082_02.tif|Aeon Slip No.: 171768, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,4/30/1968,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"A ""Human Barricade"" Around Columbia University. Recto", , , ,11658,filename,https://exhibitions-dev.library.columbia.edu/1968_082_01.jpg,original_format, ,Original filename: 1968_082_01.tif|Aeon Slip No.: 171768, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,4/30/1968,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Join Us. Verso, , , ,11657,filename,https://exhibitions-dev.library.columbia.edu/1968_081_02.jpg,original_format, ,Original filename: 1968_081_02.tif|Aeon Slip No.: 171769, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,circa 1968-1969,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Join Us. Recto, , , ,11656,filename,https://exhibitions-dev.library.columbia.edu/1968_081_01.jpg,original_format, ,Original filename: 1968_081_01.tif|Aeon Slip No.: 171769, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,4/26/1968,In Copyright, , , ,Historical Photograph Collection, ,UPI Telephoto, , , , , ,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Up Against the Wall, , , ,11655,filename,https://exhibitions-dev.library.columbia.edu/1968_080_01.jpg,original_format, ,Original filename: 1968_080_01.tif|Aeon Slip No.: 171770, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,"May 22, 1968",In Copyright, , , ,Historical Photograph Collection,,,,,,,,holdings, ,"Box OS Box 25, Folder Events - Protest/Activism - Morningside Campus 1968-1969", , ,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"caw! magazine No. 2 May-June 1968, Back Cover", , , ,11654,filename,https://exhibitions-dev.library.columbia.edu/1968_079_02.jpg,original_format, ,Original filename: 1968_079_02.tif|Aeon Slip No.: 133534, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May-June 1968,In Copyright, , , ,University Protest and Activism Collection, ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 77, Folder 13", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/caw-,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"caw! magazine No. 2 May-June 1968, Front Cover", , , ,11653,filename,https://exhibitions-dev.library.columbia.edu/1968_079_01.jpg,original_format, ,Original filename: 1968_079_01.tif|Aeon Slip No.: 133534, , ,periodicals,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,May-June 1968,In Copyright, , , ,University Protest and Activism Collection, ,Students for a Democratic Society (U.S.), , , , , ,holdings, ,"Box 77, Folder 13", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/caw-,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Juan Gonzalez with Bullhorn, , , ,11652,filename,https://exhibitions-dev.library.columbia.edu/1968_078_02.jpg,original_format, ,Original filename: 1968_078_02.tif|Aeon Slip No.: 133533|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box 72, Folder 3", , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Juan Gonzalez with Bullhorn, , , ,11651,filename,https://exhibitions-dev.library.columbia.edu/1968_078_01.jpg,original_format, ,Original filename: 1968_078_01.tif|Aeon Slip No.: 133533|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box 72, Folder 3", , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Students with ID Labels at Low Library, , , ,11650,filename,https://exhibitions-dev.library.columbia.edu/1968_077_02.jpg,original_format, ,Original filename: 1968_077_02.tif|Aeon Slip No.: 133532|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box 72, Folder 3", , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Students with ID Labels at Low Library, , , ,11649,filename,https://exhibitions-dev.library.columbia.edu/1968_077_01.jpg,original_format, ,Original filename: 1968_077_01.tif|Aeon Slip No.: 133532|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box 72, Folder 3", , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Two Police Officers, , , ,11648,filename,https://exhibitions-dev.library.columbia.edu/1968_076_01.jpg,original_format, ,Original filename: 1968_076_01.tif|Aeon Slip No.: 139403|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,Box 71, , ,,,,,,,,,,,,,,,,,,,,,,inferred,,,
 , , , , ,1968: The Global Revolutions,Police on Horseback, , , ,11647,filename,https://exhibitions-dev.library.columbia.edu/1968_075_01.jpg,original_format, ,Original filename: 1968_075_01.tif|Aeon Slip No.: 139398|Date based on archival collection date range, , ,photographs,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,between 1968 and 1972?,In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,Box 71, , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/build-a-free-university--colum/views-of-the-protests,,,,,,,,,,,,,,,,,,inferred,,,
