collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,_project.string_key
,,,,,,,,,,,,,,,,,,,,,omeka_1585,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,,,,,,,,rbml_realia_p38.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figurine With Set Of Hair Dressings Of Japanese Women Artistically Arranged In Several Forms,dramaticmuseum_fsj_000,dramaticmuseum_fsj,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.23,Box: 17,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"11.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Fences,fast,http://id.worldcat.org/fast/922872,,,,,,,,,,,,,,,,,,,Fence Shadow Puppet,dramaticmuseum_fsp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1479,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,,,,,,,,rbml_realia_p10.23,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fence Shadow Puppet,dramaticmuseum_fsp_000,dramaticmuseum_fsp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Pantins; Name from printed label on back.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P32.03,Box: 24,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,paper,original_format,England,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Puppets,fast,http://id.worldcat.org/fast/1084235,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Female Volunteer Pantin,dramaticmuseum_fvp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1416,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_england/gallery,,,,,,,,rbml_realia_p32.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female Volunteer Pantin,dramaticmuseum_fvp_000,dramaticmuseum_fvp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Black mask of god or demon with very flat nose, wide red lips (with two fang-like teeth showing, and large bug eyes turne up. Shows more fear than ferocity",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M1.37,Box: 94,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"9.5"" x 7.625""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,wood,original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchase, Orientalia, NY, 1936",ownership,Masks,fast,http://id.worldcat.org/fast/1011082,,,,Gods,fast,http://id.worldcat.org/fast/944223,Demonology,fast,http://id.worldcat.org/fast/890199,,,,,,,,,,,,,,,,God Or Demon Mask,dramaticmuseum_gdm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2501,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_japan/gallery3,,,,,,,,rbml_realia_m1.37,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,God Or Demon Mask,dramaticmuseum_gdm_000,dramaticmuseum_gdm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,"Bufano, Remo",personal,naf,http://id.loc.gov/authorities/names/no97062958,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,1894,1948,approximate,1894-1948,For a production of Jack the Giant Killer.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P47.04,Box: 49,,,,,,,,reformatted digital,"51.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, cloth, papier mache, fur",original_format,United States,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Cooper Union Museum (Remo Bufano Studios, Inc.), 1953",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Giants,fast,http://id.worldcat.org/fast/942497,,,,,,,,,,,,,,,Jack the Giant-Killer,fast,http://id.worldcat.org/fast/1368423,,Giant Marionette,dramaticmuseum_gma,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1681,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery1,,,,,,,,rbml_realia_p47.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giant Marionette,dramaticmuseum_gma_000,dramaticmuseum_gma,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Mask of plaster-like material over cloth, painted red, blue and green. Bird-like being with a comb and beak (round object held in beak); has fierce expression. Dr. Wells believes that this is one of 41 masks acquired from Orientalia, New York, 1936. Much closer to Karura type than to Tibetan or Chinese masks.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M11.01,Box: 112,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"15.625"" x 22.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,composition,original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Gigaku masks,fast,http://id.worldcat.org/fast/942679,,,,Birds,fast,http://id.worldcat.org/fast/832970,,,,,,,,,,,,,,,,,,,Gigaku Mask Of Sacred Bird (karura),dramaticmuseum_gmb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2505,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_japan/gallery3,,,,,,,,rbml_realia_m11.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gigaku Mask Of Sacred Bird (karura),dramaticmuseum_gmb_000,dramaticmuseum_gmb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P09.15,Box: 13,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"13""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,papier mache,original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Brander Matthews,ownership,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,Devil,fast,http://id.worldcat.org/fast/891974,,,,,,,,,,,,,,,,,,,Green And Orange Devil Hand Puppet,dramaticmuseum_goa,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1495,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery2,,,,,,,,rbml_realia_p09.15,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green And Orange Devil Hand Puppet,dramaticmuseum_goa_000,dramaticmuseum_goa,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P09.02,Box: 11,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"12""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,papier mache,original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews in Paris, 1867",ownership,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,Devil,fast,http://id.worldcat.org/fast/891974,,,,,,,,,,,,,,,,,,,Green And Orange Devil Hand Puppet,dramaticmuseum_gob,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1424,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery8,,,,,,,,rbml_realia_p09.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green And Orange Devil Hand Puppet,dramaticmuseum_gob_000,dramaticmuseum_gob,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P44.04,Box: 34,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,cloth,original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,Greek Or Russian Male Doll,dramaticmuseum_grm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1484,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,,,,,,,,rbml_realia_p44.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greek Or Russian Male Doll,dramaticmuseum_grm_000,dramaticmuseum_grm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P42.01,Box: 45,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5"" (16"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"leather, wood",original_format,India,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Rod puppets,fast,http://id.worldcat.org/fast/1099519,,,,Worms,fast,http://id.worldcat.org/fast/1181421,Fishes,fast,http://id.worldcat.org/fast/926361,,,,,,,,,,,,,,,,Green Worm Or Fish Rod Puppet,dramaticmuseum_gwf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1530,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,,,,,,,,rbml_realia_p42.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Worm Or Fish Rod Puppet,dramaticmuseum_gwf_000,dramaticmuseum_gwf,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Decoratively painted horse, ca. 8.5"" nose to rump. P20.4 written in pencil on belly.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P20.04,Box: 38,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"12"" x 10"" x 4""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,wood,original_format,Burma,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland in Singapore, 1926",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Drama,fast,http://id.worldcat.org/fast/897468,Horses,fast,http://id.worldcat.org/fast/960603,,,,,,,,,,,,,,,,Horse Marionette,dramaticmuseum_har,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1339,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,,,,,,,,rbml_realia_p20.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horse Marionette,dramaticmuseum_har_000,dramaticmuseum_har,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Pantins; Flat card with articulated figure: male, body pivoted at hips. Stage setting.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P30.05,Box: 24,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"3-5/8"" x 3-5/8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,paper,original_format,United States,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Puppets,fast,http://id.worldcat.org/fast/1084235,,,,Circus performers,fast,http://id.worldcat.org/fast/861671,Gymnasts,fast,http://id.worldcat.org/fast/949630,,,,,,,,,,,,,,,,Horizontal Bar Gymnast Pantin,dramaticmuseum_hbg,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1686,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery2,,,,,,,,rbml_realia_p30.05,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horizontal Bar Gymnast Pantin,dramaticmuseum_hbg_000,dramaticmuseum_hbg,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P09.19,Box: 15,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"plaster, glass",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Brander Matthews,ownership,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Bald Male Hand Puppet With Brown Glass Eyes,dramaticmuseum_hbm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1508,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery1,,,,,,,,rbml_realia_p09.19,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hbm_001,dramaticmuseum_hbm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P55.12,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Dr. and Mrs. C.H. Gray, c. 1951/2?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,Court dancing,fast,http://id.worldcat.org/fast/1761750,,,,,,,,,,,,,,,,Head With Headdress For Court Dancer Figurine,dramaticmuseum_hca,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1625,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,,,,,,,,rbml_realia_p55.12,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hca_001,dramaticmuseum_hca,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Court dancer, dark purple face",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P55.11,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Dr. and Mrs. C.H. Gray, c. 1951/2?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,Court dancing,fast,http://id.worldcat.org/fast/1761750,,,,,,,,,,,,,,,,Head With Headdress For Court Dancer Figurine,dramaticmuseum_hcb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1624,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_p55.11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hcb_001,dramaticmuseum_hcb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Court dancer, dark magenta face",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P55.10,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Dr. and Mrs. C.H. Gray, c. 1951/2?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,Court dancing,fast,http://id.worldcat.org/fast/1761750,,,,,,,,,,,,,,,,Head With Headdress For Court Dancer Figurine,dramaticmuseum_hcd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1623,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_p55.10,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hcd_001,dramaticmuseum_hcd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Court dancer, lilac face",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P55.09,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Dr. and Mrs. C.H. Gray, c. 1951/2?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,Court dancing,fast,http://id.worldcat.org/fast/1761750,,,,,,,,,,,,,,,,Head With Headdress For Court Dancer Figurine,dramaticmuseum_hce,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1622,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_p55.09,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hce_001,dramaticmuseum_hce,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Court dancer, dark green face with orange details",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P55.08,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Dr. and Mrs. C.H. Gray, c. 1951/2?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,Court dancing,fast,http://id.worldcat.org/fast/1761750,,,,,,,,,,,,,,,,Head With Headdress For Court Dancer Figurine,dramaticmuseum_hcf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1621,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_p55.08,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head,dramaticmuseum_hcf_001,dramaticmuseum_hcf,asset,dramatic_museum
