_digital_object_type.string_key,_pid,_identifiers-1,_parent_digital_objects-1.identifier,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,publisher-1:publisher_value,location-1:location_term.value,location-1:location_term.uri,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_item_number,omeka_identifier-1:omeka_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,place_of_origin-1:place_of_origin_value,object_in_context_url-1:object_in_context_url_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-4:language_term.value,language-4:language_term.authority,language-4:language_term.uri,clio_identifier-1:clio_identifier_value,extent-1:extent_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-3:note_type,note-3:note_value,note-4:note_value,abstract-1:abstract_value,type_of_resource-1:type_of_resource_value,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key,_restrictions.restricted_size_image
item,,yid_om_tnu,,,,,,,"Torah, Neviʼim u-khetuvim","Ḥamishah ḥumshe Torah, Neviʼim, u-Khetuvim : bi-leshon Ashkenaz",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,B893.1BJ C79,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,436-439 [1676-1679],,1676,1679,TRUE,Amsterdam,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,11378338,Folio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Bible all in Yiddish,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_tnu_002i,yid_om_tnu,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0010.jpg,original filename,rbml_yiddish_0010.tif,,Page 2 of introduction,,,,,,,,,,,,,,,,,,,11506,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/athias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_tnu_001i,yid_om_tnu,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0011.jpg,original filename,rbml_yiddish_0011.tif,,Page 1 of introduction,,,,,,,,,,,,,,,,,,,11505,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/athias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_tnu_001,yid_om_tnu,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0012.jpg,original filename,rbml_yiddish_0012.tif,,First leaf of main text (בראשית),,,,,,,,,,,,,,,,,,,11504,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/athias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_mls,,,,,,,Maʻaneh lashon : seder teḥinot taʻanit ʻal bet ʻalmin ʻal kol tsarah ... uve-tokho ... baḳashot le-vaṭel kol gezerot ḳashot,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Temple Emanuel Library of Hebrew and Rabbinical Literature,http://id.library.columbia.edu/term/eb2f35cc-e8ef-49f2-97de-734d76570f46,,,,,,,,,B893.17 L62,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1715,,1715,,TRUE,Amsterdam,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,Hebrew,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/heb,,,,,,,11221127,,,,,,,,,,,,,,,,,,,,,,,,Jewish mourning customs,fast,http://id.worldcat.org/fast/982858,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_mls_001,yid_om_mls,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0013.jpg,original filename,rbml_yiddish_0013.tif,,Title page,,,,,,,,,,,,,,,,,,,11503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_min,,,,,,,Minhāgīm,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Temple Emanuel Library of Hebrew and Rabbinical Literature,http://id.library.columbia.edu/term/eb2f35cc-e8ef-49f2-97de-734d76570f46,,,,,,,,,B893.1 J54,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1590,,1590,,TRUE,Venice,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,6117917,,"Ginzburg, Simeon ben Judah",personal,,,Translator,marcrelator,http://id.loc.gov/vocabulary/relators/trl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_min_001,yid_om_min,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0014.jpg,original filename,rbml_yiddish_0014.tif,,Title page,,,,,,,,,,,,,,,,,,,11502,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/minhagim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_min_002,yid_om_min,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0015.jpg,original filename,rbml_yiddish_0015.tif,,First leaf of text,,,,,,,,,,,,,,,,,,,11501,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/minhagim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_jbt,,,,,,,Johannis BuxtorfI thesaurus grammaticus linguae sanctae Hebraeae….Lectionis Hebraeo-Germanicae usus,,Ludovici Regis,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,893.14 B98,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1629,,1629,,TRUE,Basil,,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,,,,,,,,,,3266334,,"Buxtorf, Johann, 1564-1629",personal,naf,http://id.loc.gov/authorities/names/n82056639,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,Hebrew language,fast,http://id.worldcat.org/fast/954191,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_jbt_658,yid_om_jbt,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0016.jpg,original filename,rbml_yiddish_0016.tif,,Pages 658-659 (spread),,,,,,,,,,,,,,,,,,,11500,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/buxtorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jbt_664,yid_om_jbt,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0017.jpg,original filename,rbml_yiddish_0017.tif,,Pages 664-665 (spread),,,,,,,,,,,,,,,,,,,11499,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/buxtorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jbt_666,yid_om_jbt,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0018.jpg,original filename,rbml_yiddish_0018.tif,,Pages 666-667 (spread),,,,,,,,,,,,,,,,,,,11498,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/buxtorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_coy,,,,,,,Conference on Yiddish Studies,,,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Central Files,http://id.library.columbia.edu/term/28523d27-b878-4377-b62c-017aba499e1f,series,1,"Series I: Central Files, 1895-1971",subseries,2,"Subseries I.2: Personal Names, 1890-1971",,,,"672, Uriel Weinreich",,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,1958,,1958,,TRUE,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,8.5 x 11,,,,,,,,,,,,,,,,,,,,,,,Yiddish language--Study and teaching,fast,http://id.worldcat.org/fast/1182815,Congresses and conventions,fast,http://id.worldcat.org/fast/875219,,,,,,,,,,,,,,text,reformatted digital,No Known Copyright,rightsstatements,http://rightsstatements.org/vocab/NKC/1.0/,,,FALSE
asset,,yid_om_coy_001,yid_om_coy,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0019.jpg,original filename,rbml_yiddish_0019.tif,,Recto,,,,,,,,,,,,,,,,,,,11497,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/beginnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Copyright,rightsstatements,http://rightsstatements.org/vocab/NKC/1.0/,Public Access,,FALSE
asset,,yid_om_coy_002,yid_om_coy,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0020.jpg,original filename,rbml_yiddish_0020.tif,,Verso,,,,,,,,,,,,,,,,,,,11496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Copyright,rightsstatements,http://rightsstatements.org/vocab/NKC/1.0/,Public Access,,FALSE
item,,yid_om_inj,,,,,,,International Justice,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Dennis Ryan Editorial Cartoon collection,http://id.library.columbia.edu/term/68e4e678-4b55-4165-a008-e671a52ee115,series,1,Series I: Editorial Cartoons,,,,,,,17,7,,,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,,,,1940s,approximate,1940,1949,TRUE,,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,,,"Gropper, William, 1897-1977",personal,naf,http://id.loc.gov/authorities/names/n80063417,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,TRUE
asset,,yid_om_inj_000,yid_om_inj,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0021.jpg,original filename,rbml_yiddish_0021.tif,,International Justice,,,,,,,,,,,,,,,,,,,11495,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/gropper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,Public Access,,TRUE
item,,yid_om_cot,,,,,,,Collection of tkhines,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Rare Book & Manuscript Library General Manuscript Collection,http://id.library.columbia.edu/term/a1127dc3-05a8-456b-866a-cfa0c53c2369,,,,,,,,,MS General 286,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1828,,1828,,TRUE,Paks,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,13056477,,,,,,,,,,,,,,,,,,,,,,,,Judaism,fast,http://id.worldcat.org/fast/984280,Jews,fast,http://id.worldcat.org/fast/983135,Hungary,naf,http://id.loc.gov/authorities/names/n79053090,,,,Prayers and devotions,fast,http://id.worldcat.org/fast/1423909,ownership,"Acquired from Sotheby's, December 2017",,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_cot_001,yid_om_cot,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0022.jpg,original filename,rbml_yiddish_0022.tif,,Title page,,,,,,,,,,,,,,,,,,,11494,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_cot_002,yid_om_cot,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0023.jpg,original filename,rbml_yiddish_0023.tif,,Index,,,,,,,,,,,,,,,,,,,11493,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/tkhines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_cot_039,yid_om_cot,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0024.jpg,original filename,rbml_yiddish_0024.tif,,l. 39r,,,,,,,,,,,,,,,,,,,11492,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/tkhines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_cot_025,yid_om_cot,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0025.jpg,original filename,rbml_yiddish_0025.tif,,l. 25r,,,,,,,,,,,,,,,,,,,11491,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/tkhines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_ssb,,,,,,,Sēfer Safah Berurah ...,,Al yedei benei Ya'akov Beck,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Temple Emanuel Library of Hebrew and Rabbinical Literature,http://id.library.columbia.edu/term/eb2f35cc-e8ef-49f2-97de-734d76570f46,,,,,,,,,PJ4831.H36 1660,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1660,,1660,,TRUE,Prague,,Hebrew,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/heb,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,Italian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ita,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,3411250,,"Hannover, Nathan Nata, -1683",personal,naf,http://id.loc.gov/authorities/names/n82145686,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,Hebrew language,fast,http://id.worldcat.org/fast/954191,,,,,,,,,,Dictionaries,fast,http://id.worldcat.org/fast/1423826,ownership,"Donated to Columbia by Temple Emanu-el, 1892",,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_ssb_002,yid_om_ssb,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0026.jpg,original filename,rbml_yiddish_0026.tif,,Page spread,,,,,,,,,,,,,,,,,,,11490,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/hannover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_ssb_001,yid_om_ssb,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0027.jpg,original filename,rbml_yiddish_0027.tif,,Title page,,,,,,,,,,,,,,,,,,,11489,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/hannover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_bsa,,,,,,,"Big Stick. April 23, 1920 (Constitution; Declaration of Independence; sad Uncle Sam)",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,PN6231.J5 G74,,,,,periodicals,aat,http://vocab.getty.edu/aat/300026657,,,,23-Apr-20,,1920-04-23,,TRUE,,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,12474087,Folio,,,,,,,,,,,,,,,,,,,,,,,Yiddish wit and humor,fast,http://id.worldcat.org/fast/1182844,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_bsa_001,yid_om_bsa,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0028.jpg,original filename,rbml_yiddish_0028.tif,,Page 1,,,,,,,,,,,,,,,,,,,11488,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_thk,,,,,,,Taḳanot ha-ḳehila de-ḳahal ḳodesh Ashḳenazim asher be-Amshṭerdam,,'Avraham ben Refaʼel ''Etias',"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,DS135.N4 T3 1736,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1737,,1737,,TRUE,Amsterdam,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,2757887,,"Israëlitische Gemeente (Ashkenazim) (Amsterdam, Netherlands)",corporate,,,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,Jews,fast,http://id.worldcat.org/fast/983135,,,,Amsterdam (Netherlands),naf,http://id.loc.gov/authorities/names/n78095634,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_thk_001,yid_om_thk,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0029.jpg,original filename,rbml_yiddish_0029.tif,,Title page,,,,,,,,,,,,,,,,,,,11487,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/takanot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_thk_002,yid_om_thk,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0030.jpg,original filename,rbml_yiddish_0030.tif,,Title page verso,,,,,,,,,,,,,,,,,,,11486,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/takanot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_lde,,,,,,,Livro de embezar las lingwas Inglezah i Yudish,,Lah Ameriḳah,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,PC4813.2.L58 1911g,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1911,,1911,,TRUE,New York,,Ladino,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lad,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,12759180,13 x 16 cm,,,,,,,,,,,,,,,,,,,,,,,Ladino language,fast,http://id.worldcat.org/fast/990678,Yiddish language,fast,http://id.worldcat.org/fast/1182793,,,,,,,"Glossaries, vocabularies, etc.",fast,http://id.worldcat.org/fast/1423786,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_lde_000,yid_om_lde,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0031.jpg,original filename,rbml_yiddish_0031.tif,,"Closed, front of book",,,,,,,,,,,,,,,,,,,11485,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/ladino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_lde_002,yid_om_lde,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0032.jpg,original filename,rbml_yiddish_0032.tif,La,Imagracion,,,,,,,,,,,,,,,,,,,11484,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/ladino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_lde_003,yid_om_lde,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0033.jpg,original filename,rbml_yiddish_0033.tif,,Method how to learn to write and read in Spanish-Hebrew or in English,,,,,,,,,,,,,,,,,,,11483,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/ladino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_lde_038,yid_om_lde,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0034.jpg,original filename,rbml_yiddish_0034.tif,,Pages 38-39,,,,,,,,,,,,,,,,,,,11482,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/ladino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_lde_001,yid_om_lde,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0035.jpg,original filename,rbml_yiddish_0035.tif,,Page 1,,,,,,,,,,,,,,,,,,,11481,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/ladino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
