use_and_reproduction-1:use_and_reproduction_value,_pid,partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,relatedItem_project,_project.string_key,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,genre-1:genre_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,date_created-1:date_created_end_value,date_created-1:date_created_start_value,date_created_textual-1:date_created_textual_value,form-2:form_term.uri,form-2:form_term.value,note-3:note_type,note-1:note_type,note-1:note_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.uri,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,clio_identifier-1:clio_identifier_value,collection-1:collection_term.uri,collection-1:collection_term.value,collection-2:collection_term.uri,collection-2:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,date_created-1:date_created_type,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,note-7:note_type,note-7:note_value
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/0330_Gildersleeve_Virgina.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Virginia Gildersleeve at San Francisco UN Conference, , , ,12169, ,still image,fast, , ,1945, ,photographs,original_format, ,original filename: 0330_Gildersleeve_Virgina, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/people, , ,"University Archives, Columbia University",local,holdings, ,Box 46, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1496_V12Students1943.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,V-12 Students Outside Hamilton Hall, , , ,12170, ,still image,fast, , ,1943, ,photographs,original_format, ,original filename: 1496_V12Students1943, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 203, folder 17", , ,4080179, ,Historical Photograph Collection,,, ,"Sunshine, Bernard", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1494_ReviewJune1944.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Midshipmen Review on South Field, , , ,12171, ,still image,fast, , ,1944, ,photographs,original_format, ,original filename: 1494_ReviewJune1944, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 203, folder 14", , ,4080179, ,Historical Photograph Collection,,, ,"Lacy, Phll", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1685_1942CURCRadioBroadcast.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,CUCR Studio, , , ,12172, ,still image,fast, , ,1942, ,photographs,original_format, ,original filename: 1685_1942CURCRadioBroadcast, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"University Archives, Columbia University",local,holdings, ,Box 196, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/2490_Eisenhower__DwightDavid.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Dwight D. Eisenhower at Press Conference, , , ,12173, ,still image,fast, , ,"May 3, 1948", ,photographs,original_format, ,original filename: 2490_Eisenhower__DwightDavid, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/people, , ,"University Archives, Columbia University",local,holdings, ,Box 35, , ,4080179, ,Historical Photograph Collection, ,CU copyright,,,,,,,,, , , , ,"Eisenhower, Dwight D. (Dwight David), 1890-1969", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0068.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Man in Contemporary Society: A Source Book, Volume 1. title page", , , ,12174, ,still image,fast, , ,1955, ,books,original_format, ,original filename: RBML_Core_0068, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,CN C7272, , ,,,, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0069.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Red-ucators at Columbia University. cover, , , ,12175, ,still image,fast, , ,May 1950, ,pamphlets,original_format, ,original filename: RBML_Core_0069, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 144, folder 5", , ,5694076, ,Historical Subject Files,,,,,,,,,,, , , , ,Columbia University, , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0070.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Lionel Trilling and Jacques Barzun Enjoying a Laugh, , , ,12176, ,still image,fast, , ,1950s, ,photographs,original_format, ,original filename: RBML_Core_0070, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/people, , ,"University Archives, Columbia University",local,holdings, ,Box 117, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/3178_DeBary_WmTheodoreAndOthers.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The Oriental Studies Program Staff, , , ,12177, ,still image,fast, , ,1952, ,photographs,original_format, ,original filename: 3178_DeBary_WmTheodoreAndOthers, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,Box 29, , ,4080179, ,Historical Photograph Collection,,, ,"Warman, Manny", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0071.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Introduction to Oriental Civilization: Sources of Japanese Tradition. cover, , , ,12181, ,still image,fast, , ,1958, ,books,original_format, ,original filename: RBML_Core_0071, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,CN8 R24 v.54, , ,957512,,,,, ,"Tsunoda, Ryūsaku, 1877-1964", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0072.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Introduction to Oriental Civilization: Sources of Chinese tradition. cover, , , ,12182, ,still image,fast, , ,1960, ,books,original_format, ,original filename: RBML_Core_0072, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,CN8 R24 v.55, , ,749516,,,,, ,"De Bary, Wm. Theodore, 1919-2017", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0073.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Introduction to Oriental Civilization: Sources of Indian tradition.. cover, , , ,12183, ,still image,fast, , ,1958, ,books,original_format, ,original filename: RBML_Core_0073, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,CN8 R24 v.56, , ,1521455,,,,, ,"De Bary, Wm. Theodore, 1919-2017", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0074.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Spines of (3) volumes of Introduction to Oriental Civilization. book spines, , , ,12184, ,still image,fast, , ,1958, ,books,original_format, ,original filename: RBML_Core_0074, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts, , ,"University Archives, Columbia University",local,holdings, ,CN8 R24 v.54-56, , ,,,,,, ,"De Bary, Wm. Theodore, 1919-2017|Tsunoda, Ryūsaku, 1877-1964", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0075.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Meyer Schapiro's Columbia College Talk. page 1, , , ,12185, ,still image,fast, , ,"December 8, 1959", ,documents,original_format, ,original filename: RBML_Core_0075, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 200, folder 19", , ,7467251, ,Meyer Schapiro Collection,,, ,"Schapiro, Meyer, 1904-1996", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0076.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Meyer Schapiro's Columbia College Talk. page 2, , , ,12186, ,still image,fast, , ,"December 8, 1959", ,documents,original_format, ,original filename: RBML_Core_0076, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 200, folder 19", , ,7467251, ,Meyer Schapiro Collection,,, ,"Schapiro, Meyer, 1904-1996", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4660_Ginsberg_Allen.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Allen Ginsberg, , , ,12187, ,still image,fast, , ,"September 18, 1969", ,photographs,original_format, ,original filename: 4660_Ginsberg_Allen, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/beats, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,MAP 14-D-08, , ,4078597, ,Ann Charters Photographs, ,image should be displayed but not downloadable, ,"Charters, Ann", , , , , ,, , , , ,"Ginsberg, Allen, 1926-1997", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/3965_Van_Doren__Mark.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Mark van Doren, , , ,12188, ,still image,fast, , ,1930s, ,photographs,original_format, ,original filename: 3965_Van_Doren__Mark, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/beats, , ,"University Archives, Columbia University",local,holdings, ,Box 119, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,inferred, , , , ,"Van Doren, Mark, 1894-1972", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4689_Schapiro_Meyer.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Meyer Schapiro, , , ,12189, ,still image,fast, , ,1956, ,illustrations,original_format, ,"original filename: 4689_Schapiro_Meyer|From The Columbian, Columbia yearbook", ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum, , ,"University Archives, Columbia University",local,holdings, ,CP1 C722, , ,,,, ,CU copyright,,,,,,,,, , , , ,"Schapiro, Meyer, 1904-1996", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/SchaprioSelfPortrait1930s.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Meyer Schapiro Self Portrait, , , ,12190, ,still image,fast, , ,Late 1930s, ,paintings,original_format, ,original filename: SchaprioSelfPortrait1930s, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 23, , ,7467251, ,Meyer Schapiro Collection,,, ,"Schapiro, Meyer, 1904-1996", , , , , ,inferred, , , , ,"Schapiro, Meyer, 1904-1996", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1304_MillsWithPipe.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Mills, C. Wright", , , ,12191, ,still image,fast, , ,1950, ,photographs,original_format, ,original filename: 1304_MillsWithPipe, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/teachers, , ,"University Archives, Columbia University",local,holdings, ,Box 85, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,, , , , ,"Mills, C. Wright (Charles Wright), 1916-1962", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4720_Hadas_Moses.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Moses Hadas, , , ,12192, ,still image,fast, , ,1963, ,photographs,original_format, ,original filename: 4720_Hadas_Moses, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/teachers, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 1, , ,4078848, ,Moses Hadas Papers,,, ,"Wolff, Werner", , , , , ,, , , , ,"Hadas, Moses, 1900-1966", , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0077.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Daniel Bell, , , ,12193, ,still image,fast, , ,1966, ,photographs,original_format, ,original filename: RBML_Core_0077, ,English,iso639-2,reformatted digital,Still Image,, , ,"University Archives, Columbia University",local,holdings, ,Box 8, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0078.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Rules for Radicals. dust jacket, , , ,12194, ,still image,fast, , ,1971, ,printed ephemera,original_format, ,original filename: RBML_Core_0078, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/revolutions, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 1118, , ,4079581, ,Random House Records,,, ,"Alinsky, Saul David, 1909-1972", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0079.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Columbia College Citizenship Council Volunteers with Harlem Children. photo and caption on attached paper, , , ,12195, ,still image,fast, , ,1964, ,photographs,original_format, ,original filename: RBML_Core_0079, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/revolutions, , ,"University Archives, Columbia University",local,holdings, ,"Series I: Photographs,  Box 5, folder 5", , ,9628774, ,Office of Public Affairs Photograph Collection, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0080.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 1, , , ,12196, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0080, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0081.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 2, , , ,12197, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0081, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0082.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 3, , , ,12198, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0082, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0083.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 4, , , ,12199, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0083, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0084.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 5, , , ,12200, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0084, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0085.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 6, , , ,12201, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0085, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0086.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 7, , , ,12202, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0086, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0087.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 8, , , ,12203, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0087, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0088.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 9, , , ,12204, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0088, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0089.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 10, , , ,12205, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0089, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0090.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 11, , , ,12206, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0090, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0091.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 12, , , ,12207, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0091, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0092.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 13, , , ,12208, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0092, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0093.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,The President's Committee on the Contemporary Civilization Courses in Columbia College: Report to the President. page 14, , , ,12209, ,still image,fast, , ,1960, ,documents,original_format, ,original filename: RBML_Core_0093, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/committee, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 7", , ,5691172, ,Office of the Provost and Vice President for Academic Affairs Records, ,CU copyright, ,"Truman, David B. (David Bicknell), 1913-2003", , , , , ,,,,,,,,,,,,,,,,,,,
