relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,,,,,,,,,,,1909 ,,Exact,1909,,,"Top: 169-a
Bottom: 169-b
Page labeled as 'Plate 169'",,,,,0,1,,3721,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000606.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 169-a and Plate 169-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000606.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1909,,,,,,,,"View of the City, looking South from the Top of the Metropoliton Tower
(Plate 169-a)","View of the City, looking North along Madison and Fourth Avenues, from the Top of the Metropolitan Tower (Plate 169-b)",,,,,,,,,
,,,,,,,,,,,1909 ,,Exact,1909,,,,,,,,0,1,,3720,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/gallery/images/ldpd_5800727_003_00000604.jpg,"Plate 168 [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000604.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Parks--New York (State)--New York,,,,,,,,,1909,,,,,,,,Madison Square,,,,,,,,,,
,,,,,,,,,,,1909 ,,Exact,1909,,,"Top: 167-a
Bottom: 167-b
Page labeled as 'Plate 157'",,,,,0,1,,3718,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000602.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 167-a and Plate 167-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000602.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Parks--New York (State)--New York,,,,,,,,,1909,,,,,,,,Roger Morris House or Jumel Mansion (Plate 167-a),Fraunces Tavern (Plate 167-b),,,,,,,,,
,,,,,,,,,,,1909 ,,Exact,1909,,,,,,,,0,1,,3717,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000600.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 166 [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000600.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--20th century.,,,,,,,,,1909,,,,,,,,Wall Street looking West from a Platform erected over William Street,,,,,,,,,,
,,,,,,,,,,,1909 ,,Exact,1909,,,,,,,,0,1,,3716,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000598.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 165 [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000598.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--20th century.,,,,,,,,,1909,,,,,,,,View of the Bowling Green and the new Custom House,,,,,,,,,,
,,,,,,,,,,,1909 ,,Exact,1909,,,"Top: 164-a
Bottom: 164-b
Page labeled 'Plate 164'",,,,,0,1,,3714,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000596.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 164-a and Plate 164-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000596.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,Central Park,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Parks--New York (State)--New York,,,,,,,,,1909,,,,,,,,"The Battery Park, looking North (Plate 164-a)","Central Park and Fifth Avenue looking North from the Roof of the Plaza Hotel
(Plate 164-b)",,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3712,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000591.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 162 [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000591.jpg,Reformatted digital,,,Original Format: Half-tone plate from original Report,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"New York, N.Y.--History--20th century.",New York (N.Y.)--Maps,,,,,,,,,,,1907,,,,,,,,General Map of the City of New York ,,,,,,,,,,
,,,,,,,,,,,1908 ,,Exact,1908,,,,,,,,0,1,,3713,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000593.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 163 [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000593.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1908,,,,,,,,"City Hall Park and Broadway, looking South from the Dun Building, on the North-east Corner of Broadway and Reade Street",,,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Left: 161-a
Right: 161-b
Page labeled as 'Plate 161'",,,,,0,1,,3710,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000589.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 161-a and Plate 161-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000589.jpg,Reformatted digital,,,Original Format: Photograph,Original Format: Wash-drawing in pencil,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,Harper and Brothers,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1906 1909,,,,,,,,"Broadway and Grace Church, looking North from 10th Street (Plate 161-a)",Fifth Avenue looking South from 60th Street (Plate 161-b),,,,,,,,,
,,,,,,,,,,,1905 1908,,Exact,1908,1905,,"Left: 160-a
Right: 160-b
Page labeled as 'Plate 160'",,,,,0,1,,3709,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000587.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 160-a and Plate 160-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000587.jpg,Reformatted digital,,,Original Format: Etching on copper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1905 1908,,,,,,,,"""Sky-scrapers"" and the East River Bridges (Plate 160-a)","Lower Broadway, looking South from the Corner of Fulton Street (Plate 160-b)",,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Left: 159-a
Right: 159-b
Page labeled as 'Plate 159'",,,,,0,1,,3706,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000585.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 159-a and Plate 159-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000585.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,1897,,,,,,,,"Broadway, looking North from the Washington Building, No. 1 Broadway, showing the North end of the Bowling Green (Plate 159-a)","Broad Street and the Stock and Exchange, looking South from the Steps of the Sub-Treasury (Plate 159-b)",,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Left: 158-a
Right: 158-b
Page labeled as 'Plate 158'",,,,,0,1,,3704,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000583.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 158-a and Plate 158-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000583.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--20th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1904 1908,,,,,,,,"St. Paul's Chapel and Cemetery from the Corner of Fulton and Church Streets
(Plate 158-a)",Trinity Church looking East along Rector Street (Plate 158-b),,,,,,,,,
,"Will, August, 1834-1910",,,,,"Risse, Louis A.","Welcke, Robert A.",,,,1873 1898,,Exact,1873 and 1898,Unknown,,"Top: 157-a
Bottom: 157-b
Page labeled as 'Plate 157'",,,,,0,1,,3703,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000581.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 157-a and Plate 157-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000581.jpg,Reformatted digital,,,Original Format: Wash-drawing on paper,Original Format: Photo-lithograph,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","J. Clarence Davies, Esq.",New York Public Library,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Ships--New York (State)--New York--History--19th century,New York (N.Y.)--Maps,,,,,,,,1873 1900,,,,,,,,"""The Past and The Present"" etc.
[Comparison of Skylines of New York from Jersey City in 1873 and 1898]
(Plate 157-a)",General Map of the City of New York (etc.) (Plate 157-b),,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3699,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000576.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 155B [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000576.jpg,Reformatted digital,,,Original Format: Photograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,Military history--New York (State)--New York,,,,,,,,1885,,,,,,,,Funeral of General Grant,,,,,,,,,,
,,,,,,,,,,,1907 ,,ex,Unknown,1907,,"Left: 156-a
Right: 156-b
Page labeled as 'Plate 156'",,,,,0,1,,3700,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000578.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 156-a and Plate 156-b [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000578.jpg,Reformatted digital,,,Original Format: Lithograph,Original Format: Etching on copper,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Charles F.W. Mielatz, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Ships--New York (State)--New York--History--19th century,,,,,,,,,1890 1891,,,,,,,,Steamship Row and Produce Exchange (Plate 156-a),Coenties Slip and Produce Exchange (Plate 156-b),,,,,,,,,
,,,,,,,,,,,1880 ,,Exact,1880,,,,,,,,0,1,,3698,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000574.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 155A [no page number, Chapter 8]",,,No repository,,,ldpd_5800727_003_00000574.jpg,Reformatted digital,,,Original Format: Lithograph in two parts,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,1878,,,,,,,,Colton's New Map of the City and County of New York (etc.),,,,,,,,,,
,"Silver, W.W.",,,,,"Viele, Egbert C.",D. Appleton and Co.,"Beal, J. H.",,,1865 ,,Questionable,Unknown (Plate 153-a and 153-c),1865,,"Top: 153-a
Middle: 153-b
Bottom: 153-c
Page labeled as 'Plate 153'",,,,,0,1,,3695,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000505.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 155-a, Plate 155-b, and Plate 155-c [no page number, Chapter 7]",,,No repository,,,ldpd_5800727_003_00000505.jpg,Reformatted digital,,,Original Format: Photograph (Plate 153-a and 153-c),Original Format: Lithograph,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","John N. Golding, Esq.",I.N. Phelps Stokes,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.","Manhattan (New York, N.Y.)--Maps",,,,,,,,,1864 1876,,,,,,,,Panorama of New York from the Post Office (Plate 155-a),"Sanitary and Topographical Map of the City and Island of New York
[The Veille Map]
(Plate 155-b)",Panorama of New York from Brooklyn (Plate 155-c),,,,,,,,
,"Taylor, William I.",,,,,Galt and Hoy,,,,,1879 ,,Exact,1879,,,,,,,,0,1,,3694,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000502.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 154 [no page number, Chapter 7]",,,No repository,,,ldpd_5800727_003_00000502.jpg,Reformatted digital,,,Original Format: Lithograph,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1879,,,,,,,,The City of New York,,,,,,,,,,
