relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, lilac face",,0,,1622,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: P55.09,  Box:  47",,,,rbml_realia_p55.09,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, dark green face with orange details",,0,,1621,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.08,  Box:  47",,,,rbml_realia_p55.08,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, light green face",,0,,1620,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.07,  Box:  47",,,,rbml_realia_p55.07,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, red face with pink details",,0,,1619,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,NNC-RB,marcorg,"DM number: P55.06,  Box:  47",,,,rbml_realia_p55.06,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1618,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.05,  Box:  47",,,,rbml_realia_p55.05,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1617,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.04,  Box:  47",,,,rbml_realia_p55.04,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, dark green face with light blue details",,0,,1616,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: P55.03,  Box:  47",,,,rbml_realia_p55.03,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1615,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: P55.02,  Box:  47",,,,rbml_realia_p55.02,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, white face",,0,,1614,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: P55.01,  Box:  47",,,,rbml_realia_p55.01,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1613,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: P54.03,  Box:  30",,,,rbml_realia_p54.03,reformatted digital," 21.5"" (27"")",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Sita shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1612,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,NNC-RB,marcorg,"DM number: P54.02,  Box:  30",,,,rbml_realia_p54.02,reformatted digital," 15"" (20"")",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Laba shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1611,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: P54.01,  Box:  31",,,,rbml_realia_p54.01,reformatted digital," 25"" (31"")",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Lakshana shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1610,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.11,  Box:  40",,,,rbml_realia_p48.11,reformatted digital," 8.5"" (11"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of male in orange with red cloth over face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1609,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.10,  Box:  40",,,,rbml_realia_p48.10,reformatted digital," 9.5"" (11"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of clown in white with black polka dots,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1608,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.08,  Box:  40",,,,rbml_realia_p48.08,reformatted digital," 8"" (10"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of man with mustache and white hat,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1607,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.07,  Box:  40",,,,rbml_realia_p48.07,reformatted digital," 8"" (11"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of pink [devil] ,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1606,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.06,  Box:  40",,,,rbml_realia_p48.06,reformatted digital," 8"" (10"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of male in white shirt and pants with pink belt,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1605,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.05,  Box:  40",,,,rbml_realia_p48.05,reformatted digital," 8""",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of female in purple dress,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1604,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.04,  Box:  40",,,,rbml_realia_p48.04,reformatted digital," 7"" (10"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of female in polka dot top and purple skirt,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1603,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.03,  Box:  40",,,,rbml_realia_p48.03,reformatted digital," 7.5"" (10.5"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of woman with polka dot skirt,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1602,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.02,  Box:  40",,,,rbml_realia_p48.02,reformatted digital," 8.5"" (11.5"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of male in blue and white cap,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1601,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_mexico/gallery,NNC-RB,marcorg,"DM number: P48.01,  Box:  40",,,,rbml_realia_p48.01,reformatted digital," 7.5"" (10"")",,,, clay ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Mexico,,,,,,,,,,1,,Jigging puppet of black figure with white hat,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1600,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P95,  Box:  22",,,,rbml_realia_p95,reformatted digital,,,,," Physical Dimensions: 4""x2.5""x3""",Dolls ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Japanese male doll,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Marionette of elaborately dressed Japanese woman,Tentatively identified,0,,1599,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P16.01,  Box:  25",,,,rbml_realia_p16.01,reformatted digital," 25""",,,, wood ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Brander Matthews, John Mulholland, 1925",,eng,,,,,,,Japan,,,,,,,,,,1,,Japanese female marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1598,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P56.05,  Box:  47",,,,rbml_realia_p56.05,reformatted digital," 3.25""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,"Figurine on stand  of male, fighting, painted white",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1597,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P56.04,  Box:  47",,,,rbml_realia_p56.04,reformatted digital," 3.25""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,"Figurine on stand  of male, fighting, painted white",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1596,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P56.03,  Box:  47",,,,rbml_realia_p56.03,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,"Figurine on stand  of male in black, holding scroll",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1595,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P56.02,  Box:  47",,,,rbml_realia_p56.02,reformatted digital," 4.5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,"Figurine on stand  of male in black, holding scroll",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1594,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P56.01,  Box:  47",,,,rbml_realia_p56.01,reformatted digital," 5""",,,, ceramic ,Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Figurine on stand of male with cloth covering face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1593,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P56.13,  Box:  47",,,,rbml_realia_p56.13,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1592,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P56.12,  Box:  47",,,,rbml_realia_p56.12,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1591,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P56.11,  Box:  47",,,,rbml_realia_p56.11,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1590,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P56.10,  Box:  47",,,,rbml_realia_p56.10,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1589,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P56.09,  Box:  47",,,,rbml_realia_p56.09,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1588,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P56.08,  Box:  47",,,,rbml_realia_p56.08,reformatted digital," 4.5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Banner on stand  with Japanese characters,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1587,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P56.07,  Box:  47",,,,rbml_realia_p56.07,reformatted digital," 4""",,,," wood, ceramic ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Music stand with instruments,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1586,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P56.06,  Box:  47",,,,rbml_realia_p56.06,reformatted digital," 3""",,,," wood, ceramic ",Figurines ,,,,Dramatic Museum Realia,,"Mrs. M. Block, 1963?",,eng,,,,,,,Japan,,,,,,,,,,1,,Music stand with instruments,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Set contains five wigs, one small figure dressed in red to model them, and a printed sheet of description.",,0,,1585,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P38.01,  Box:  22",,,,rbml_realia_p38.01,reformatted digital," 5""",,,," wood, hair ",Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Figurine with set of hair dressings of Japanese women artistically arranged in several forms,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1584,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P37.02,  Box:  22",,,,rbml_realia_p37.02,reformatted digital," 12""",,,, hair ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Japanese wig for a puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1583,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P37.01,  Box:  22",,,,rbml_realia_p37.01,reformatted digital," 5""",,,, hair ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Japanese wig for a puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1582,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P45.01,  Box:  55",,,,rbml_realia_p45.01,reformatted digital," 44""",,,, wood ,Puppets (recreational artifacts) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Bunraku puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1581,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P28.03,  Box:  42",,,,rbml_realia_p28.03,reformatted digital," 1.75""",,,, wood ,Masks (costume) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Small mask of young woman,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1580,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,NNC-RB,marcorg,"DM number: P28.02,  Box:  42",,,,rbml_realia_p28.02,reformatted digital," 1.75""",,,," plaster, papier mache ",Masks (costume) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Small mask of elderly woman,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1579,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P28.01,  Box:  42",,,,rbml_realia_p28.01,reformatted digital," 2.5""",,,," plaster, papier mache ",Masks (costume) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Small mask of elderly man with beard,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1578,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,NNC-RB,marcorg,"DM number: P27.02,  Box:  42",,,,rbml_realia_p27.02,reformatted digital," 3.5""high; 6.5"" long",,,," plaster, papier mache ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Lion / Dragon marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1577,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P27.01,  Box:  42",,,,rbml_realia_p27.01,reformatted digital," 8.5""",,,," plaster, papier mache ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Little man marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,"Round rod puppet, operated from below.",,0,,1576,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P17.01,  Box:  42",,,,rbml_realia_p17.01,reformatted digital," 16""",,,, wood ,Rod puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, 1925",,eng,,,,,,,Japan,,,,,,,,,,1,,Japanese rod puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Not articulated; apparently not a puppet.,"Tentative id; has gold hat associated with Shio-Kumi, but not the buckets.",0,,1575,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,NNC-RB,marcorg,"DM number: P46.01,  Box:  53",,,,rbml_realia_p46.01,reformatted digital," 26""",,,," wood, cloth, hair ",Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Japan,,,,,,,,,,1,,Clothed figure or doll of Shio-Kumi,,,,,
Dramatic Museum Realia,,,,,,,,,,,1900,1960,,1900-1960,"Sicilian rod puppet operated from above. Face, legs of painted wood or plaster. Hands of metal. Armor, shield, sword, scabbard of unpainted tin decorated with copper and brass lions atop helmet, on shield and breastplate. Skirt of white silk with metallic tape trim and spangles. Breeches of lavender. A red and green feather plume attached to helmet.",Scholar suggests made in Palermo.,0,,1574,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P33.01,  Box:  27",,,,rbml_realia_p33.01,reformatted digital," 10.5"" (21"")",,,," papier mache, metal ",Rod puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Italy,,,,,,,,,,1,,Rinaldo,,,,,
Dramatic Museum Realia,,,,,,,,,,,1875,1900,,1875-1900,"Sicilian rod puppet operated from above. Face, hands, feet of painted wood or plaster. Armor, shield, sword, scabbard of unpainted tin. Skirt of pale-red muslin with metallic tape trim. Tin lion atop helmet, on shield and breastplate.",Scholar suggests Palermo,0,,1573,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P12.02,  Box:  27",,,,rbml_realia_p12.02,reformatted digital," 11.5"" (19"")",,,," papier mache, metal ",Rod puppets ,,,,Dramatic Museum Realia,,"Sicily, 1927",,eng,,,,,,,Italy,,,,,,,,,,1,,Rinaldo rod puppet,,,,,
