_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,note-6:note_value,note-6:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_name-7:subject_name_term.value,subject_name-7:subject_name_term.name_type,subject_name-7:subject_name_term.authority,subject_name-7:subject_name_term.uri,subject_name-8:subject_name_term.value,subject_name-8:subject_name_term.name_type,subject_name-8:subject_name_term.authority,subject_name-8:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University Orchestra,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n93082435,,,,,,,,,,,,,,,1904-03-03,,inferred,"March 3, 1904","Program for the First Annual Reunion Concert of the Columbia University Philharmonic Society, now called the Columbia University Orchestra. Creation date inferred from date of concert.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,MS 244,,Folder 5,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,concert programs,original_format,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Concerts,fast,http://id.worldcat.org/fast/874069,,,,"Hinrichs, Gustav, 1850-1942",personal,naf,http://id.loc.gov/authorities/names/no00066029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program, Concert Philharmonic Society of Columbia",musicatcolumbia_bng
asset,musicatcolumbia_bng,music_at_columbia,,,omeka_6330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,110118015.tif,filename,110118015.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_bng_099
asset,musicatcolumbia_atv,music_at_columbia,,,omeka_7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/ludlow-gift,,Ludlow Gift page 4.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,musicatcolumbia_atv_004
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. School of the Arts,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/no89007865,,,,,,,,,,,,,,,1996-11-20,,inferred,"November 20, 1996","Program for memorial concert of November 20, 1996; front page includes a portrait of Otto Luening. Creation date inferred from date of concert.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,Box 190,Folder 4,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,concert programs,original_format,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Memorial service,fast,http://id.worldcat.org/fast/1015902,,,,"Luening, Otto, 1900-1996",personal,naf,http://id.loc.gov/authorities/names/n84212979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Memoriam Otto Luening,musicatcolumbia_brh
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening-part-2,,110118152.tif,filename,110118152.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,musicatcolumbia_brh_011
item,,music_at_columbia,Edward MacDowell Papers,http://id.library.columbia.edu/term/fe7fb4ec-c8fd-4a4d-8cba-52424454d24a,,,"MacDowell, Edward, 1860-1908",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n50053369,"Matthews, Brander, 1852-1929",personal,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,Addressee,naf,http://id.loc.gov/authorities/names/n80069022,,,,,,,,1897-01-19,,,"January 19, 1897",,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Lectures and lecturing,fast,http://id.worldcat.org/fast/995281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Autograph Letter, Signed to Brander Matthews",musicatcolumbia_brq
asset,musicatcolumbia_brq,music_at_columbia,,,omeka_6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/department-chair,,110118042.tif,filename,110118042.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_brq_001
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,Columbia University,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,,,,,,1988-09-15,,inferred,"September 15, 1988","Opening Night Program, September 15, 1988; creation date inferred from concert date.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series VII: Buildings and Grounds",Buildings and Grounds,Box 11,Folder  16,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Concerts,fast,http://id.worldcat.org/fast/874069,Theaters,fast,http://id.worldcat.org/fast/1149370,"Miller, Kathryn Bache, 1896-1979",personal,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathryn Bache Miller Theatre,musicatcolumbia_btx
asset,musicatcolumbia_btx,music_at_columbia,,,omeka_6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,,110118109.tif,filename,110118109.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_btx_099
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. Men's Glee Club,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/no99054597,,,,,,,,,,,,,,,1914-03-21,,inferred,"March 21, 1914","Concert Program dated March 21, 1914. Creation date inferred from date of concert.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,Box 240,Folder 3,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,concert programs,original_format,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Concerts,fast,http://id.worldcat.org/fast/874069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia Glee and Mandolin Clubs, Concert Program",musicatcolumbia_buw
asset,musicatcolumbia_buw,music_at_columbia,,,omeka_6383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,110118068.tif,filename,110118068.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_buw_001
item,,music_at_columbia,Historical Biographical Files,http://id.library.columbia.edu/term/17769d71-54a1-4af3-a946-b0609e07c09a,,,"Simon, Howard",personal,marcrelator,http://id.loc.gov/vocabulary/relators/art,Artist,,,,,,,,,,,,,,,,,1910,,approximate,circa 1910,Reproduction of woodcut portrait,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Biographical Files,,Box 201,"Folder 14, MacDowell, Edward Alexander",,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,woodcuts (prints),original_format,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,,,,,,,"MacDowell, Edward, 1860-1908",personal,naf,http://id.loc.gov/authorities/names/n50053369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reproduction of Woodcut Portrait of Edward Alexander MacDowell,musicatcolumbia_bwo
asset,musicatcolumbia_bwo,music_at_columbia,,,omeka_7020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/epilogue/macdowell-professorship,,MacDowell Lithograph Howard Simon Woodcut.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reproduction of Woodcut Portrait of Edward Alexander MacDowell,musicatcolumbia_bwo_000
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118148.tif,filename,110118148.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,musicatcolumbia_brh_007
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. Columbia Theater Associates,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,1948-05-05,,inferred,"May 5, 1948","Program for production of Otto Luening's opera 'Evangeline', which ran from May 5-8, 1948. Creation date inferred from earliest date of production.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,,,,,,,"Luening, Otto, 1900-1996",personal,naf,http://id.loc.gov/authorities/names/n84212979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evangeline (Longfellow, Henry Wadsworth)",fast,http://id.worldcat.org/fast/1359426,,,,,"Columbia Theater Associates' 'Evangeline', Program",musicatcolumbia_ccj
asset,musicatcolumbia_ccj,music_at_columbia,,,omeka_6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118035.tif,filename,110118035.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Cover,musicatcolumbia_ccj_099
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,"Conway Studios (New York, N.Y.)",corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/no2012040734,,,,,,,,,,,,,,,1920,1970,inferred,between 1920 and 1970,"Photograph of Paul Henry Lang. Dates inferred from Lang's birth and death dates, and approximate age range in photograph.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,"Portraits, Lang",,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,Conway Studios,,,,,,,"Lang, Paul Henry, 1901-1991",personal,naf,http://id.loc.gov/authorities/names/n50038742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul Henry Lang, Photograph",musicatcolumbia_cfo
asset,musicatcolumbia_cfo,music_at_columbia,,,omeka_6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118157.tif,filename,110118157.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul Henry Lang, Photograph",musicatcolumbia_cfo_000
asset,musicatcolumbia_bii,music_at_columbia,,,omeka_6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/concerts-and-festivals,,110118123.tif,filename,110118123.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_bii_001
asset,musicatcolumbia_ixr,music_at_columbia,,,omeka_6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/opera-workshop,,110118020.tif,filename,110118020.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The,Pages 1-2,musicatcolumbia_ixr_002
asset,musicatcolumbia_bbp,music_at_columbia,,,omeka_6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,110118081.tif,filename,110118081.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_bbp_002
item,,music_at_columbia,Edward MacDowell Papers,http://id.library.columbia.edu/term/fe7fb4ec-c8fd-4a4d-8cba-52424454d24a,,,"MacDowell, Edward, 1860-1908",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n50053369,"Baltzell, W. J. (Winton James), 1864-1928",personal,marcrelator,http://id.loc.gov/vocabulary/relators/edt,Editor,naf,http://id.loc.gov/authorities/names/no95000754,"Schmidt, Arthur Paul",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n2006035262,1912,,,1912,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,Arthur P. Schmidt,Music,fast,http://id.worldcat.org/fast/1030269,History,fast,http://id.worldcat.org/fast/958235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critical and Historical Essays: Lectures Delivered at Columbia University,musicatcolumbia_czz
asset,musicatcolumbia_czz,music_at_columbia,,,omeka_7248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/macdowell-era,,MacDowell Table of Contents.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table of Contents,musicatcolumbia_czz_002
item,,music_at_columbia,Edward MacDowell Papers,http://id.library.columbia.edu/term/fe7fb4ec-c8fd-4a4d-8cba-52424454d24a,,,"MacDowell, Edward, 1860-1908",personal,marcrelator,http://id.loc.gov/vocabulary/relators/cmp,Composer,naf,http://id.loc.gov/authorities/names/n50053369,,,,,,,,,,,,,,,1891,1895,approximate,between 1891 and 1895,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,music,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026952,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,,,notated music,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,Music,fast,http://id.worldcat.org/fast/1030269,Indians of North America,fast,http://id.worldcat.org/fast/969633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Second Suite for Orchestra, Op. 48, The Indian Suite",musicatcolumbia_egn
asset,musicatcolumbia_egn,music_at_columbia,,,omeka_6490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/indian-suite,,121.tif,filename,121.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Second Suite for Orchestra, Op. 48, The Indian Suite",musicatcolumbia_egn_000
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,,,,,,,,,,,,,,,,,,,,,,1883,1965,inferred,between 1883 and 1965,Photographer and date unknown. Dates inferred from birth and death dates of subject.,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series I: Photographs",,Box 31,"Folder 2, Music Department",,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Varèse, Edgard, 1883-1965",personal,naf,http://id.loc.gov/authorities/names/n50044963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photograph of Edgard Varese,musicatcolumbia_ehl
asset,musicatcolumbia_ehl,music_at_columbia,,,omeka_6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,,Edgard Varese.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photograph of Edgard Varese,musicatcolumbia_ehl_000
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,"Pineiro, Joe",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,,,,,,,,,,,,,,,,,1996-04-15,,,"April 15, 1996",,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series II: Negatives",,"Box 98, Miller Theater - Columbia Orchestra, neg. 29",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Rothman, George Lovell, 1954-",personal,naf,http://id.loc.gov/authorities/names/no90004784,Columbia University Orchestra,corporate,naf,http://id.loc.gov/authorities/names/n93082435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University Orchestra - Conductor George Rothman,musicatcolumbia_elf
asset,musicatcolumbia_elf,music_at_columbia,,,omeka_6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118168.tif,filename,110118168.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University Orchestra - Conductor George Rothman,musicatcolumbia_elf_000
item,,music_at_columbia,,,,,"Neel, Alice, 1900-1984",personal,marcrelator,http://id.loc.gov/vocabulary/relators/art,Artist,naf,http://id.loc.gov/authorities/names/n50031713,,,,,,,,,,,,,,,1979,,,1979,Oil painting,NyNyCAP,,,"Art Properties, Columbia University",,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,paintings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007393,,,,Oil painting,original_format,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,,,,,,,"Beeson, Jack, 1921-2010",personal,naf,http://id.loc.gov/authorities/names/n80019660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Beeson,musicatcolumbia_emy
asset,musicatcolumbia_emy,music_at_columbia,,,omeka_7247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/chairpersons/chairpersons,,Jack_Beeson_99_3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Beeson,musicatcolumbia_emy_000
