omeka_identifier-1:omeka_identifier_value,_identifiers-1,_digital_object_type.string_key,title-1:title_sort_portion,abstract-1:abstract_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,digital_origin-1:digital_origin_value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-2:location_shelf_location-2:location_shelf_location_free_text,location-3:location_shelf_location-3:location_shelf_location_free_text,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,extent-1:extent_value,note-2:note_value,note-:note_type,use_and_reproduction-1:use_and_reproduction_value
omeka_5549,1968ColumbiaCrisis_tlv,item,Notes on Office of President memo paper,"Notes, written by occupying students, about President Kirk's activities in August 1966",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 4.5"" x 6""",,,
omeka_5549,1968ColumbiaCrisis_tlv_000,asset,Page 3,"Notes, written by occupying students, about President Kirk's activities in August 1966",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044034,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5559,1968ColumbiaCrisis_twa,item,"""Liberation Classes Friday"" circular","Circular, handwritten and typewritten. Schedule of liberation classes for Friday May 3, 1968.",,,,1968-05-03,,3-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 12, Folder 12",Box 12,Folder 12,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5559,1968ColumbiaCrisis_twa_000,asset,"""Liberation Classes Friday"" circular","Circular, handwritten and typewritten. Schedule of liberation classes for Friday May 3, 1968.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044044,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5583,1968ColumbiaCrisis_tyx,item,"""Silent Vigil"" circular",Circular calling for a silent vigil by the Majority Coalition Steering Committee. Trying to help faculty prevent free access. Coats and ties requested attire.,,,,1968-04-28,,28-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 11, Folder 13",Box 11,Folder 13,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5583,1968ColumbiaCrisis_tyx_000,asset,"""Silent Vigil"" circular",Circular calling for a silent vigil by the Majority Coalition Steering Committee. Trying to help faculty prevent free access. Coats and ties requested attire.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/majority,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044068,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5574,1968ColumbiaCrisis_ucf,item,Letter to President Kirk from John S. Casler (Law '70),"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,,,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 2",Box 44,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 6"" x 9""",,,
omeka_5574,1968ColumbiaCrisis_ucf_000,asset,Page 6,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044059,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5616,1968ColumbiaCrisis_uia,item,"""University Senate Approved Overwhelmingly; Cordier Says Proposal Needs 'Modifications'""","The Columbia Daily Spectator. 8 April 1969, front page article about approval of University Senate and continuation of article on page 3.",,,,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5616,1968ColumbiaCrisis_uia_001,asset,Page 1,"The Columbia Daily Spectator. 8 April 1969, front page article about approval of University Senate and continuation of article on page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044101,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5616,1968ColumbiaCrisis_uia_003,asset,Page 3,"The Columbia Daily Spectator. 8 April 1969, front page article about approval of University Senate and continuation of article on page 3.",,Senate2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5655,1968ColumbiaCrisis_umy,item,Police bust student occupation,Image of the police bust on 30 April 1968,,,,1968-04-30,,30-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,Paul Cronin,ownership,Permission to reproduce this image must be obtained from Paul Cronin. Please contact the University Archives for contact information.
omeka_5655,1968ColumbiaCrisis_umy_000,asset,Police bust student occupation,Image of the police bust on 30 April 1968,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ebay_1,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5568,1968ColumbiaCrisis_uog,item,President Grayson Kirk statement of resignation,"Press release re: President's Kirk resignation written by Chairman of the Trustees, William E. Petersen",,,,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 1, Folder 4",Box 1,Folder 4,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5568,1968ColumbiaCrisis_uog_000,asset,Page 3,"Press release re: President's Kirk resignation written by Chairman of the Trustees, William E. Petersen",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044053,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5541,1968ColumbiaCrisis_uqa,item,At Issue,"Fourth page of May 13, 1968 edition of At Issue",,,,1968-05-13,,13-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 11.25 x 16""",,,
omeka_5541,1968ColumbiaCrisis_uqa_000,asset,Page 4,"Fourth page of May 13, 1968 edition of At Issue",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044026,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav,item,"Columbia Daily Spectator, 2/28/69","The Columbia Daily Spectator. 28 February 1969, pages 1-6.",,,,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5606,1968ColumbiaCrisis_vav_001,asset,Page 1,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044091,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav_002,asset,Page 2,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav_003,asset,Page 3,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav_004,asset,Page 4,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p4.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav_005,asset,Page 5,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 28 1969 p5.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5606,1968ColumbiaCrisis_vav_006,asset,Page 6,"The Columbia Daily Spectator. 28 February 1969, pages 1-6.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Spec Feb 29 1969 p6.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5579,1968ColumbiaCrisis_vbj,item,Letter to President Kirk from Mrs. Carrie Neftzger,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",,,,1968-05-14,,14-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,clipping,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm002169,reformatted digital ,"Box 42, Folder 7",Box 42,Folder 7,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5579,1968ColumbiaCrisis_vbj_000,asset,Page 2,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,Neftzger Article.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5675,1968ColumbiaCrisis_vqb,item,"1968 counter commencement with people on steps
","color snapshot showing counter commencement crowds on steps in front of Low Library on Commecnement day, June 4, 1968 
",,,,1968-06-04,,4 June 1968,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,,"Steven Epstein, '68L",ownership,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.
"
omeka_5675,1968ColumbiaCrisis_vqb_000,asset,"1968 counter commencement with people on steps
","color snapshot showing counter commencement crowds on steps in front of Low Library on Commecnement day, June 4, 1968 
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,countercommencement_3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5529,1968ColumbiaCrisis_vqw,item,Up Against the Wall,"Newspaper, Up Against the Wall, Vol III, no. 1, page 6",,,,1968-04-22,,22-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 14, Folder 6",Box 14,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,,,,,,,Columbia-Barnard SDS,naf,http://id.loc.gov/authorities/names/no2008058186,,,,,,,"Physical Dimensions: 11.25""x16.5""",,,
omeka_5529,1968ColumbiaCrisis_vqw_000,asset,Page 6,"Newspaper, Up Against the Wall, Vol III, no. 1, page 6",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044014,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5645,1968ColumbiaCrisis_wbm,item,President Kirk's office during the occupation,View of President Kirk's office during the occupation,,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Mulvehill, Larry",naf,http://id.loc.gov/authorities/names/no97023798,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5645,1968ColumbiaCrisis_wbm_000,asset,President Kirk's office during the occupation,View of President Kirk's office during the occupation,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5531,1968ColumbiaCrisis_wir,item,Up Against the Wall,"Newspaper, Up Against the Wall, Vol III, no. 1, page 8",,,,1968-04-22,,22-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 14, Folder 6",Box 14,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,,,,,,,Columbia-Barnard SDS,naf,http://id.loc.gov/authorities/names/no2008058186,,,,,,,"Physical Dimensions: 11.25""x16.5""",,,
omeka_5531,1968ColumbiaCrisis_wir_000,asset,Page 8,"Newspaper, Up Against the Wall, Vol III, no. 1, page 8",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044016,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5673,1968ColumbiaCrisis_wjr,item,"1968 counter commencement with orange banner
","color snapshot showing an orange banner on display amidst counter commencement crowds on Commencement Day, June 4, 1968
",,,,1968-06-04,,4 June 1968,,Private Collection,,,,still image,photograph,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,,"Steven Epstein, '68L",ownership,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.

"
omeka_5673,1968ColumbiaCrisis_wjr_000,asset,"1968 counter commencement with orange banner
","color snapshot showing an orange banner on display amidst counter commencement crowds on Commencement Day, June 4, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,countercommencement_1968.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5637,1968ColumbiaCrisis_wvo,item,Southwest corner of Low Library,"South west corner of Low Library during the occupation. Faculty members,
with white armbands, are lined up closest to the building.
",,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 17",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5522,1968ColumbiaCrisis_wvo_000,asset,Page 2,"Newspaper, Up Against the Wall, Vol. III, no. 1. Continuation of ""Reply to Uncle Grayson"" letter",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044007,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5522,1968ColumbiaCrisis_wvo_000,asset,Page 2,"Newspaper, Up Against the Wall, Vol. III, no. 1. Continuation of ""Reply to Uncle Grayson"" letter",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044007,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5608,1968ColumbiaCrisis_xby,item,"Columbia Daily Spectator, 2/28/69","The Columbia Daily Spectator. 28 February 1969, p. 3",,,,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5608,1968ColumbiaCrisis_xby_000,asset,Page 3,"The Columbia Daily Spectator. 28 February 1969, p. 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044093,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5537,1968ColumbiaCrisis_xcl,item,Press Statement of Black Students in Hamilton Hall (Ray Brown) page 2,"Press release, black students protesting Columbia University administrator's racism and refusal to deal with the community around the school, page 2",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 11, Folder 15",Box 11,Folder 15,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x14""",,,
omeka_5537,1968ColumbiaCrisis_xcl_000,asset,Press Statement of Black Students in Hamilton Hall (Ray Brown) page 2,"Press release, black students protesting Columbia University administrator's racism and refusal to deal with the community around the school, page 2",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044022,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5627,1968ColumbiaCrisis_xct,item,Students sleeping in Fayerweather,View of occupying students sleeping in Fayerweather Hall.,,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,,"Gerald S. Adler, '80 GSAS",ownership,Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5627,1968ColumbiaCrisis_xct_000,asset,Students sleeping in Fayerweather,View of occupying students sleeping in Fayerweather Hall.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_512,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5656,1968ColumbiaCrisis_xfe,item,Police bust student occupation,Image of the police bust on 30 April 1968,,,,1968-04-30,,30-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,Paul Cronin,ownership,Permission to reproduce this image must be obtained from Paul Cronin. Please contact the University Archives for contact information.
omeka_5656,1968ColumbiaCrisis_xfe_000,asset,Police bust student occupation,Image of the police bust on 30 April 1968,https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ebay_2,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5572,1968ColumbiaCrisis_xhr,item,Letter to President Kirk from John S. Casler (Law '70),"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,,,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 2",Box 44,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 6"" x 9""",,,
omeka_5572,1968ColumbiaCrisis_xhr_000,asset,Page 4,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044057,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5654,1968ColumbiaCrisis_xly,item,Gymnasium,View of gymnasium construction site in Morningside Park,,,,1968-04-23,,23-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Ditlea, Steve",naf,http://id.loc.gov/authorities/names/n84048160,,"Steve Ditlea, '69 CC",ownership,Permission to reproduce this image must be obtained from Steve Ditlea. Please contact the University Archives for contact information.
omeka_5654,1968ColumbiaCrisis_xly_000,asset,Gymnasium,View of gymnasium construction site in Morningside Park,https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/gym,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_ditlea_37,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5603,1968ColumbiaCrisis_ybo,item,"""100 Arrested and Suspended After Reoccupation of Hamilton Hall in New Wave of Demonstrations; Police Forcefully Clear Campus, Guard Buildings""",The Columbia Daily Spectator. 22 May 1968 (2 pages),,,,1968-05-22,,22-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x23""",,,
omeka_5603,1968ColumbiaCrisis_ybo_001,asset,Page 1,The Columbia Daily Spectator. 22 May 1968 (2 pages),https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sru,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044088,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5603,1968ColumbiaCrisis_ybo_002,asset,Page 2,The Columbia Daily Spectator. 22 May 1968 (2 pages),https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sru,SpecHamilton2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5520,1968ColumbiaCrisis_ybq,item,New Columbia Gymnasium brosure,"Fold-out, cross section showing relationship of major facilities of proposed new gym and geographic location in the neighborhood. ",,,,1967,,1967,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 8, Folder 11",Box 8,Folder 11," Buildings and Grounds Collection, 1755- [Bulk Dates: 1880-2000]",Collection number: UA#007,Buildings--Designs and plans,fast,http://id.worldcat.org/fast/841000,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 10""x9.25""",,,
omeka_5520,1968ColumbiaCrisis_ybq_000,asset,New Columbia Gymnasium brosure,"Fold-out, cross section showing relationship of major facilities of proposed new gym and geographic location in the neighborhood. ",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/gym,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044005,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
